region,småvilt,statistikkvariabel,intervall (år),value
Indre Østfold,Lirype,Felte småvilt,2023-2024,0.0
Indre Østfold,Fjellrype,Felte småvilt,2023-2024,0.0
Indre Østfold,Jerpe,Felte småvilt,2023-2024,
Indre Østfold,Ringdue,Felte småvilt,2023-2024,920.0
Indre Østfold,Ravn,Felte småvilt,2023-2024,40.0
Indre Østfold,Kråke,Felte småvilt,2023-2024,140.0
Indre Østfold,Skjære,Felte småvilt,2023-2024,200.0
Indre Østfold,Nøtteskrike,Felte småvilt,2023-2024,30.0
Indre Østfold,Gråtrost,Felte småvilt,2023-2024,
Indre Østfold,Fasan,Felte småvilt,2023-2024,0.0
Indre Østfold,Rugde,Felte småvilt,2023-2024,0.0
Indre Østfold,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Indre Østfold,Stokkand,Felte småvilt,2023-2024,140.0
Indre Østfold,Krikkand,Felte småvilt,2023-2024,
Indre Østfold,Brunnakke,Felte småvilt,2023-2024,
Indre Østfold,Kvinand,Felte småvilt,2023-2024,0.0
Indre Østfold,Siland,Felte småvilt,2023-2024,
Indre Østfold,Toppand,Felte småvilt,2023-2024,
Indre Østfold,Ærfugl,Felte småvilt,2023-2024,0.0
Indre Østfold,Laksand,Felte småvilt,2023-2024,0.0
Indre Østfold,Svartand,Felte småvilt,2023-2024,0.0
Indre Østfold,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Indre Østfold,Mandarinand,Felte småvilt,2023-2024,0.0
Indre Østfold,Stivhaleand,Felte småvilt,2023-2024,0.0
Indre Østfold,Grågås,Felte småvilt,2023-2024,230.0
Indre Østfold,Kanadagås,Felte småvilt,2023-2024,80.0
Indre Østfold,Kortnebbgås,Felte småvilt,2023-2024,
Indre Østfold,Stripegås,Felte småvilt,2023-2024,0.0
Indre Østfold,Toppskarv,Felte småvilt,2023-2024,0.0
Indre Østfold,Storskarv,Felte småvilt,2023-2024,
Indre Østfold,Bever,Felte småvilt,2023-2024,40.0
Indre Østfold,Bisam,Felte småvilt,2023-2024,0.0
Indre Østfold,Hare,Felte småvilt,2023-2024,20.0
Indre Østfold,Sørhare,Felte småvilt,2023-2024,20.0
Indre Østfold,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Indre Østfold,Ekorn,Felte småvilt,2023-2024,0.0
Indre Østfold,Rødrev,Felte småvilt,2023-2024,330.0
Indre Østfold,Grevling,Felte småvilt,2023-2024,40.0
Indre Østfold,Villmink,Felte småvilt,2023-2024,10.0
Indre Østfold,Mår,Felte småvilt,2023-2024,30.0
Indre Østfold,Mårhund,Felte småvilt,2023-2024,0.0
Indre Østfold,Vaskebjørn,Felte småvilt,2023-2024,0.0
Indre Østfold,Røyskatt,Felte småvilt,2023-2024,0.0
Rakkestad,I alt,Felte småvilt,2023-2024,1040.0
Rakkestad,Storfugl,Felte småvilt,2023-2024,10.0
Rakkestad,Orrfugl,Felte småvilt,2023-2024,10.0
Rakkestad,Lirype,Felte småvilt,2023-2024,0.0
Rakkestad,Fjellrype,Felte småvilt,2023-2024,0.0
Rakkestad,Jerpe,Felte småvilt,2023-2024,0.0
Rakkestad,Ringdue,Felte småvilt,2023-2024,500.0
Rakkestad,Ravn,Felte småvilt,2023-2024,20.0
Rakkestad,Kråke,Felte småvilt,2023-2024,80.0
Rakkestad,Skjære,Felte småvilt,2023-2024,70.0
Rakkestad,Nøtteskrike,Felte småvilt,2023-2024,30.0
Rakkestad,Gråtrost,Felte småvilt,2023-2024,
Rakkestad,Fasan,Felte småvilt,2023-2024,0.0
Rakkestad,Rugde,Felte småvilt,2023-2024,10.0
Rakkestad,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Rakkestad,Stokkand,Felte småvilt,2023-2024,30.0
Rakkestad,Krikkand,Felte småvilt,2023-2024,0.0
Rakkestad,Brunnakke,Felte småvilt,2023-2024,0.0
Rakkestad,Kvinand,Felte småvilt,2023-2024,0.0
Rakkestad,Siland,Felte småvilt,2023-2024,0.0
Rakkestad,Toppand,Felte småvilt,2023-2024,0.0
Rakkestad,Ærfugl,Felte småvilt,2023-2024,0.0
Rakkestad,Laksand,Felte småvilt,2023-2024,0.0
Rakkestad,Svartand,Felte småvilt,2023-2024,0.0
Rakkestad,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Rakkestad,Mandarinand,Felte småvilt,2023-2024,0.0
Rakkestad,Stivhaleand,Felte småvilt,2023-2024,0.0
Rakkestad,Grågås,Felte småvilt,2023-2024,30.0
Rakkestad,Kanadagås,Felte småvilt,2023-2024,60.0
Rakkestad,Kortnebbgås,Felte småvilt,2023-2024,0.0
Rakkestad,Stripegås,Felte småvilt,2023-2024,0.0
Rakkestad,Toppskarv,Felte småvilt,2023-2024,0.0
Rakkestad,Storskarv,Felte småvilt,2023-2024,0.0
Rakkestad,Bever,Felte småvilt,2023-2024,10.0
Rakkestad,Bisam,Felte småvilt,2023-2024,0.0
Rakkestad,Hare,Felte småvilt,2023-2024,20.0
Rakkestad,Sørhare,Felte småvilt,2023-2024,30.0
Rakkestad,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Rakkestad,Ekorn,Felte småvilt,2023-2024,0.0
Rakkestad,Rødrev,Felte småvilt,2023-2024,110.0
Rakkestad,Grevling,Felte småvilt,2023-2024,20.0
Rakkestad,Villmink,Felte småvilt,2023-2024,0.0
Rakkestad,Mår,Felte småvilt,2023-2024,0.0
Rakkestad,Mårhund,Felte småvilt,2023-2024,0.0
Rakkestad,Vaskebjørn,Felte småvilt,2023-2024,0.0
Rakkestad,Røyskatt,Felte småvilt,2023-2024,0.0
Marker,I alt,Felte småvilt,2023-2024,860.0
Marker,Storfugl,Felte småvilt,2023-2024,20.0
Marker,Orrfugl,Felte småvilt,2023-2024,30.0
Marker,Lirype,Felte småvilt,2023-2024,0.0
Marker,Fjellrype,Felte småvilt,2023-2024,0.0
Marker,Jerpe,Felte småvilt,2023-2024,
Marker,Ringdue,Felte småvilt,2023-2024,450.0
Marker,Ravn,Felte småvilt,2023-2024,0.0
Marker,Kråke,Felte småvilt,2023-2024,50.0
Marker,Skjære,Felte småvilt,2023-2024,30.0
Marker,Nøtteskrike,Felte småvilt,2023-2024,10.0
Marker,Gråtrost,Felte småvilt,2023-2024,0.0
Marker,Fasan,Felte småvilt,2023-2024,0.0
Marker,Rugde,Felte småvilt,2023-2024,10.0
Marker,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Marker,Stokkand,Felte småvilt,2023-2024,10.0
Marker,Krikkand,Felte småvilt,2023-2024,0.0
Marker,Brunnakke,Felte småvilt,2023-2024,0.0
Marker,Kvinand,Felte småvilt,2023-2024,0.0
Marker,Siland,Felte småvilt,2023-2024,0.0
Marker,Toppand,Felte småvilt,2023-2024,0.0
Marker,Ærfugl,Felte småvilt,2023-2024,0.0
Marker,Laksand,Felte småvilt,2023-2024,0.0
Marker,Svartand,Felte småvilt,2023-2024,0.0
Marker,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Marker,Mandarinand,Felte småvilt,2023-2024,0.0
Marker,Stivhaleand,Felte småvilt,2023-2024,0.0
Marker,Grågås,Felte småvilt,2023-2024,40.0
Marker,Kanadagås,Felte småvilt,2023-2024,30.0
Marker,Kortnebbgås,Felte småvilt,2023-2024,
Marker,Stripegås,Felte småvilt,2023-2024,0.0
Marker,Toppskarv,Felte småvilt,2023-2024,0.0
Marker,Storskarv,Felte småvilt,2023-2024,0.0
Marker,Bever,Felte småvilt,2023-2024,10.0
Marker,Bisam,Felte småvilt,2023-2024,0.0
Marker,Hare,Felte småvilt,2023-2024,40.0
Marker,Sørhare,Felte småvilt,2023-2024,50.0
Marker,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Marker,Ekorn,Felte småvilt,2023-2024,0.0
Marker,Rødrev,Felte småvilt,2023-2024,70.0
Marker,Grevling,Felte småvilt,2023-2024,
Marker,Villmink,Felte småvilt,2023-2024,
Marker,Mår,Felte småvilt,2023-2024,10.0
Marker,Mårhund,Felte småvilt,2023-2024,0.0
Marker,Vaskebjørn,Felte småvilt,2023-2024,0.0
Marker,Røyskatt,Felte småvilt,2023-2024,0.0
Aremark,I alt,Felte småvilt,2023-2024,460.0
Aremark,Storfugl,Felte småvilt,2023-2024,0.0
Aremark,Orrfugl,Felte småvilt,2023-2024,0.0
Aremark,Lirype,Felte småvilt,2023-2024,0.0
Aremark,Fjellrype,Felte småvilt,2023-2024,0.0
Aremark,Jerpe,Felte småvilt,2023-2024,0.0
Aremark,Ringdue,Felte småvilt,2023-2024,110.0
Aremark,Ravn,Felte småvilt,2023-2024,
Aremark,Kråke,Felte småvilt,2023-2024,10.0
Aremark,Skjære,Felte småvilt,2023-2024,10.0
Aremark,Nøtteskrike,Felte småvilt,2023-2024,10.0
Aremark,Gråtrost,Felte småvilt,2023-2024,0.0
Aremark,Fasan,Felte småvilt,2023-2024,0.0
Aremark,Rugde,Felte småvilt,2023-2024,10.0
Aremark,Enkeltbekkasin,Felte småvilt,2023-2024,
Aremark,Stokkand,Felte småvilt,2023-2024,20.0
Aremark,Krikkand,Felte småvilt,2023-2024,
Aremark,Brunnakke,Felte småvilt,2023-2024,0.0
Aremark,Kvinand,Felte småvilt,2023-2024,0.0
Aremark,Siland,Felte småvilt,2023-2024,0.0
Aremark,Toppand,Felte småvilt,2023-2024,0.0
Aremark,Ærfugl,Felte småvilt,2023-2024,0.0
Aremark,Laksand,Felte småvilt,2023-2024,0.0
Aremark,Svartand,Felte småvilt,2023-2024,0.0
Aremark,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Aremark,Mandarinand,Felte småvilt,2023-2024,0.0
Aremark,Stivhaleand,Felte småvilt,2023-2024,0.0
Aremark,Grågås,Felte småvilt,2023-2024,20.0
Aremark,Kanadagås,Felte småvilt,2023-2024,40.0
Aremark,Kortnebbgås,Felte småvilt,2023-2024,0.0
Aremark,Stripegås,Felte småvilt,2023-2024,0.0
Aremark,Toppskarv,Felte småvilt,2023-2024,0.0
Aremark,Storskarv,Felte småvilt,2023-2024,
Aremark,Bever,Felte småvilt,2023-2024,10.0
Aremark,Bisam,Felte småvilt,2023-2024,0.0
Aremark,Hare,Felte småvilt,2023-2024,40.0
Aremark,Sørhare,Felte småvilt,2023-2024,70.0
Aremark,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Aremark,Ekorn,Felte småvilt,2023-2024,
Aremark,Rødrev,Felte småvilt,2023-2024,60.0
Aremark,Grevling,Felte småvilt,2023-2024,20.0
Aremark,Villmink,Felte småvilt,2023-2024,
Aremark,Mår,Felte småvilt,2023-2024,
Aremark,Mårhund,Felte småvilt,2023-2024,0.0
Aremark,Vaskebjørn,Felte småvilt,2023-2024,0.0
Aremark,Røyskatt,Felte småvilt,2023-2024,0.0
Akershus,I alt,Felte småvilt,2023-2024,13680.0
Akershus,Storfugl,Felte småvilt,2023-2024,260.0
Akershus,Orrfugl,Felte småvilt,2023-2024,450.0
Akershus,Lirype,Felte småvilt,2023-2024,0.0
Akershus,Fjellrype,Felte småvilt,2023-2024,0.0
Akershus,Jerpe,Felte småvilt,2023-2024,70.0
Akershus,Ringdue,Felte småvilt,2023-2024,6380.0
Akershus,Ravn,Felte småvilt,2023-2024,80.0
Akershus,Kråke,Felte småvilt,2023-2024,960.0
Akershus,Skjære,Felte småvilt,2023-2024,1290.0
Akershus,Nøtteskrike,Felte småvilt,2023-2024,390.0
Akershus,Gråtrost,Felte småvilt,2023-2024,50.0
Akershus,Fasan,Felte småvilt,2023-2024,0.0
Akershus,Rugde,Felte småvilt,2023-2024,120.0
Akershus,Enkeltbekkasin,Felte småvilt,2023-2024,
Akershus,Stokkand,Felte småvilt,2023-2024,440.0
Akershus,Krikkand,Felte småvilt,2023-2024,40.0
Akershus,Brunnakke,Felte småvilt,2023-2024,20.0
Akershus,Kvinand,Felte småvilt,2023-2024,20.0
Akershus,Siland,Felte småvilt,2023-2024,0.0
Akershus,Toppand,Felte småvilt,2023-2024,
Akershus,Ærfugl,Felte småvilt,2023-2024,
Akershus,Laksand,Felte småvilt,2023-2024,
Akershus,Svartand,Felte småvilt,2023-2024,0.0
Akershus,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Akershus,Mandarinand,Felte småvilt,2023-2024,0.0
Akershus,Stivhaleand,Felte småvilt,2023-2024,0.0
Akershus,Grågås,Felte småvilt,2023-2024,250.0
Akershus,Kanadagås,Felte småvilt,2023-2024,340.0
Akershus,Kortnebbgås,Felte småvilt,2023-2024,0.0
Akershus,Stripegås,Felte småvilt,2023-2024,0.0
Akershus,Toppskarv,Felte småvilt,2023-2024,0.0
Akershus,Storskarv,Felte småvilt,2023-2024,20.0
Akershus,Bever,Felte småvilt,2023-2024,130.0
Akershus,Bisam,Felte småvilt,2023-2024,0.0
Akershus,Hare,Felte småvilt,2023-2024,480.0
Akershus,Sørhare,Felte småvilt,2023-2024,0.0
Akershus,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Akershus,Ekorn,Felte småvilt,2023-2024,60.0
Akershus,Rødrev,Felte småvilt,2023-2024,1220.0
Akershus,Grevling,Felte småvilt,2023-2024,210.0
Akershus,Villmink,Felte småvilt,2023-2024,130.0
Akershus,Mår,Felte småvilt,2023-2024,220.0
Akershus,Mårhund,Felte småvilt,2023-2024,0.0
Akershus,Vaskebjørn,Felte småvilt,2023-2024,0.0
Akershus,Røyskatt,Felte småvilt,2023-2024,10.0
Bærum,I alt,Felte småvilt,2023-2024,330.0
Bærum,Storfugl,Felte småvilt,2023-2024,0.0
Bærum,Orrfugl,Felte småvilt,2023-2024,20.0
Bærum,Lirype,Felte småvilt,2023-2024,0.0
Bærum,Fjellrype,Felte småvilt,2023-2024,0.0
Bærum,Jerpe,Felte småvilt,2023-2024,
Bærum,Ringdue,Felte småvilt,2023-2024,190.0
Bærum,Ravn,Felte småvilt,2023-2024,0.0
Bærum,Kråke,Felte småvilt,2023-2024,10.0
Bærum,Skjære,Felte småvilt,2023-2024,
Bærum,Nøtteskrike,Felte småvilt,2023-2024,20.0
Bærum,Gråtrost,Felte småvilt,2023-2024,0.0
Bærum,Fasan,Felte småvilt,2023-2024,0.0
Bærum,Rugde,Felte småvilt,2023-2024,10.0
Bærum,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Bærum,Stokkand,Felte småvilt,2023-2024,
Bærum,Krikkand,Felte småvilt,2023-2024,0.0
Bærum,Brunnakke,Felte småvilt,2023-2024,0.0
Bærum,Kvinand,Felte småvilt,2023-2024,0.0
Bærum,Siland,Felte småvilt,2023-2024,0.0
Bærum,Toppand,Felte småvilt,2023-2024,0.0
Bærum,Ærfugl,Felte småvilt,2023-2024,
Bærum,Laksand,Felte småvilt,2023-2024,0.0
Bærum,Svartand,Felte småvilt,2023-2024,0.0
Bærum,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Bærum,Mandarinand,Felte småvilt,2023-2024,0.0
Bærum,Stivhaleand,Felte småvilt,2023-2024,0.0
Bærum,Grågås,Felte småvilt,2023-2024,
Bærum,Kanadagås,Felte småvilt,2023-2024,0.0
Bærum,Kortnebbgås,Felte småvilt,2023-2024,0.0
Bærum,Stripegås,Felte småvilt,2023-2024,0.0
Bærum,Toppskarv,Felte småvilt,2023-2024,0.0
Bærum,Storskarv,Felte småvilt,2023-2024,0.0
Bærum,Bever,Felte småvilt,2023-2024,0.0
Bærum,Bisam,Felte småvilt,2023-2024,0.0
Bærum,Hare,Felte småvilt,2023-2024,10.0
Bærum,Sørhare,Felte småvilt,2023-2024,0.0
Bærum,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Bærum,Ekorn,Felte småvilt,2023-2024,
Bærum,Rødrev,Felte småvilt,2023-2024,30.0
Bærum,Grevling,Felte småvilt,2023-2024,0.0
Bærum,Villmink,Felte småvilt,2023-2024,10.0
Bærum,Mår,Felte småvilt,2023-2024,
Bærum,Mårhund,Felte småvilt,2023-2024,0.0
Bærum,Vaskebjørn,Felte småvilt,2023-2024,0.0
Bærum,Røyskatt,Felte småvilt,2023-2024,0.0
Asker,I alt,Felte småvilt,2023-2024,940.0
Asker,Storfugl,Felte småvilt,2023-2024,10.0
Asker,Orrfugl,Felte småvilt,2023-2024,10.0
Asker,Lirype,Felte småvilt,2023-2024,0.0
Asker,Fjellrype,Felte småvilt,2023-2024,0.0
Asker,Jerpe,Felte småvilt,2023-2024,
Asker,Ringdue,Felte småvilt,2023-2024,430.0
Asker,Ravn,Felte småvilt,2023-2024,
Asker,Kråke,Felte småvilt,2023-2024,70.0
Asker,Skjære,Felte småvilt,2023-2024,80.0
Asker,Nøtteskrike,Felte småvilt,2023-2024,30.0
Asker,Gråtrost,Felte småvilt,2023-2024,0.0
Asker,Fasan,Felte småvilt,2023-2024,
Asker,Rugde,Felte småvilt,2023-2024,
Asker,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Asker,Stokkand,Felte småvilt,2023-2024,100.0
Asker,Krikkand,Felte småvilt,2023-2024,
Asker,Brunnakke,Felte småvilt,2023-2024,
Asker,Kvinand,Felte småvilt,2023-2024,10.0
Asker,Siland,Felte småvilt,2023-2024,0.0
Asker,Toppand,Felte småvilt,2023-2024,0.0
Asker,Ærfugl,Felte småvilt,2023-2024,0.0
Asker,Laksand,Felte småvilt,2023-2024,0.0
Asker,Svartand,Felte småvilt,2023-2024,0.0
Asker,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Asker,Mandarinand,Felte småvilt,2023-2024,0.0
Asker,Stivhaleand,Felte småvilt,2023-2024,0.0
Asker,Grågås,Felte småvilt,2023-2024,30.0
Asker,Kanadagås,Felte småvilt,2023-2024,0.0
Asker,Kortnebbgås,Felte småvilt,2023-2024,0.0
Asker,Stripegås,Felte småvilt,2023-2024,0.0
Asker,Toppskarv,Felte småvilt,2023-2024,0.0
Asker,Storskarv,Felte småvilt,2023-2024,
Asker,Bever,Felte småvilt,2023-2024,0.0
Asker,Bisam,Felte småvilt,2023-2024,0.0
Asker,Hare,Felte småvilt,2023-2024,10.0
Asker,Sørhare,Felte småvilt,2023-2024,0.0
Asker,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Asker,Ekorn,Felte småvilt,2023-2024,
Asker,Rødrev,Felte småvilt,2023-2024,80.0
Asker,Grevling,Felte småvilt,2023-2024,30.0
Asker,Villmink,Felte småvilt,2023-2024,20.0
Asker,Mår,Felte småvilt,2023-2024,20.0
Asker,Mårhund,Felte småvilt,2023-2024,0.0
Asker,Vaskebjørn,Felte småvilt,2023-2024,0.0
Asker,Røyskatt,Felte småvilt,2023-2024,0.0
Lillestrøm,I alt,Felte småvilt,2023-2024,1700.0
Lillestrøm,Storfugl,Felte småvilt,2023-2024,20.0
Lillestrøm,Orrfugl,Felte småvilt,2023-2024,30.0
Lillestrøm,Lirype,Felte småvilt,2023-2024,0.0
Lillestrøm,Fjellrype,Felte småvilt,2023-2024,0.0
Lillestrøm,Jerpe,Felte småvilt,2023-2024,
Lillestrøm,Ringdue,Felte småvilt,2023-2024,770.0
Lillestrøm,Ravn,Felte småvilt,2023-2024,0.0
Lillestrøm,Kråke,Felte småvilt,2023-2024,150.0
Lillestrøm,Skjære,Felte småvilt,2023-2024,140.0
Lillestrøm,Nøtteskrike,Felte småvilt,2023-2024,20.0
Lillestrøm,Gråtrost,Felte småvilt,2023-2024,10.0
Lillestrøm,Fasan,Felte småvilt,2023-2024,0.0
Lillestrøm,Rugde,Felte småvilt,2023-2024,10.0
Lillestrøm,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Lillestrøm,Stokkand,Felte småvilt,2023-2024,130.0
Lillestrøm,Krikkand,Felte småvilt,2023-2024,20.0
Lillestrøm,Brunnakke,Felte småvilt,2023-2024,10.0
Lillestrøm,Kvinand,Felte småvilt,2023-2024,0.0
Lillestrøm,Siland,Felte småvilt,2023-2024,0.0
Lillestrøm,Toppand,Felte småvilt,2023-2024,0.0
Lillestrøm,Ærfugl,Felte småvilt,2023-2024,0.0
Lillestrøm,Laksand,Felte småvilt,2023-2024,0.0
Lillestrøm,Svartand,Felte småvilt,2023-2024,0.0
Lillestrøm,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Lillestrøm,Mandarinand,Felte småvilt,2023-2024,0.0
Lillestrøm,Stivhaleand,Felte småvilt,2023-2024,0.0
Lillestrøm,Grågås,Felte småvilt,2023-2024,80.0
Lillestrøm,Kanadagås,Felte småvilt,2023-2024,110.0
Lillestrøm,Kortnebbgås,Felte småvilt,2023-2024,
Lillestrøm,Stripegås,Felte småvilt,2023-2024,0.0
Lillestrøm,Toppskarv,Felte småvilt,2023-2024,0.0
Lillestrøm,Storskarv,Felte småvilt,2023-2024,0.0
Lillestrøm,Bever,Felte småvilt,2023-2024,10.0
Lillestrøm,Bisam,Felte småvilt,2023-2024,0.0
Lillestrøm,Hare,Felte småvilt,2023-2024,20.0
Lillestrøm,Sørhare,Felte småvilt,2023-2024,0.0
Lillestrøm,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Lillestrøm,Ekorn,Felte småvilt,2023-2024,
Lillestrøm,Rødrev,Felte småvilt,2023-2024,120.0
Lillestrøm,Grevling,Felte småvilt,2023-2024,20.0
Lillestrøm,Villmink,Felte småvilt,2023-2024,
Lillestrøm,Mår,Felte småvilt,2023-2024,10.0
Lillestrøm,Mårhund,Felte småvilt,2023-2024,0.0
Lillestrøm,Vaskebjørn,Felte småvilt,2023-2024,0.0
Lillestrøm,Røyskatt,Felte småvilt,2023-2024,
Nordre Follo,I alt,Felte småvilt,2023-2024,440.0
Nordre Follo,Storfugl,Felte småvilt,2023-2024,0.0
Nordre Follo,Orrfugl,Felte småvilt,2023-2024,
Nordre Follo,Lirype,Felte småvilt,2023-2024,0.0
Nordre Follo,Fjellrype,Felte småvilt,2023-2024,0.0
Nordre Follo,Jerpe,Felte småvilt,2023-2024,0.0
Nordre Follo,Ringdue,Felte småvilt,2023-2024,310.0
Nordre Follo,Ravn,Felte småvilt,2023-2024,0.0
Nordre Follo,Kråke,Felte småvilt,2023-2024,10.0
Nordre Follo,Skjære,Felte småvilt,2023-2024,20.0
Nordre Follo,Nøtteskrike,Felte småvilt,2023-2024,10.0
Nordre Follo,Gråtrost,Felte småvilt,2023-2024,
Nordre Follo,Fasan,Felte småvilt,2023-2024,0.0
Nordre Follo,Rugde,Felte småvilt,2023-2024,
Nordre Follo,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Nordre Follo,Stokkand,Felte småvilt,2023-2024,
Nordre Follo,Krikkand,Felte småvilt,2023-2024,0.0
Nordre Follo,Brunnakke,Felte småvilt,2023-2024,0.0
Nordre Follo,Kvinand,Felte småvilt,2023-2024,
Nordre Follo,Siland,Felte småvilt,2023-2024,0.0
Nordre Follo,Toppand,Felte småvilt,2023-2024,0.0
Nordre Follo,Ærfugl,Felte småvilt,2023-2024,0.0
Nordre Follo,Laksand,Felte småvilt,2023-2024,0.0
Nordre Follo,Svartand,Felte småvilt,2023-2024,0.0
Nordre Follo,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Nordre Follo,Mandarinand,Felte småvilt,2023-2024,0.0
Nordre Follo,Stivhaleand,Felte småvilt,2023-2024,0.0
Nordre Follo,Grågås,Felte småvilt,2023-2024,
Nordre Follo,Kanadagås,Felte småvilt,2023-2024,
Nordre Follo,Kortnebbgås,Felte småvilt,2023-2024,0.0
Nordre Follo,Stripegås,Felte småvilt,2023-2024,0.0
Nordre Follo,Toppskarv,Felte småvilt,2023-2024,0.0
Nordre Follo,Storskarv,Felte småvilt,2023-2024,0.0
Nordre Follo,Bever,Felte småvilt,2023-2024,10.0
Nordre Follo,Bisam,Felte småvilt,2023-2024,0.0
Nordre Follo,Hare,Felte småvilt,2023-2024,10.0
Nordre Follo,Sørhare,Felte småvilt,2023-2024,0.0
Nordre Follo,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Nordre Follo,Ekorn,Felte småvilt,2023-2024,0.0
Nordre Follo,Rødrev,Felte småvilt,2023-2024,40.0
Nordre Follo,Grevling,Felte småvilt,2023-2024,
Nordre Follo,Villmink,Felte småvilt,2023-2024,
Nordre Follo,Mår,Felte småvilt,2023-2024,
Nordre Follo,Mårhund,Felte småvilt,2023-2024,0.0
Nordre Follo,Vaskebjørn,Felte småvilt,2023-2024,0.0
Nordre Follo,Røyskatt,Felte småvilt,2023-2024,0.0
Ullensaker,I alt,Felte småvilt,2023-2024,700.0
Ullensaker,Storfugl,Felte småvilt,2023-2024,
Ullensaker,Orrfugl,Felte småvilt,2023-2024,0.0
Ullensaker,Lirype,Felte småvilt,2023-2024,0.0
Ullensaker,Fjellrype,Felte småvilt,2023-2024,0.0
Ullensaker,Jerpe,Felte småvilt,2023-2024,0.0
Ullensaker,Ringdue,Felte småvilt,2023-2024,390.0
Ullensaker,Ravn,Felte småvilt,2023-2024,
Ullensaker,Kråke,Felte småvilt,2023-2024,70.0
Ullensaker,Skjære,Felte småvilt,2023-2024,20.0
Ullensaker,Nøtteskrike,Felte småvilt,2023-2024,
Ullensaker,Gråtrost,Felte småvilt,2023-2024,
Ullensaker,Fasan,Felte småvilt,2023-2024,0.0
Ullensaker,Rugde,Felte småvilt,2023-2024,
Ullensaker,Enkeltbekkasin,Felte småvilt,2023-2024,0.0
Ullensaker,Stokkand,Felte småvilt,2023-2024,
Ullensaker,Krikkand,Felte småvilt,2023-2024,
Ullensaker,Brunnakke,Felte småvilt,2023-2024,
Ullensaker,Kvinand,Felte småvilt,2023-2024,
Ullensaker,Siland,Felte småvilt,2023-2024,0.0
Ullensaker,Toppand,Felte småvilt,2023-2024,0.0
Ullensaker,Ærfugl,Felte småvilt,2023-2024,0.0
Ullensaker,Laksand,Felte småvilt,2023-2024,0.0
Ullensaker,Svartand,Felte småvilt,2023-2024,0.0
Ullensaker,Knoppand/moskusand,Felte småvilt,2023-2024,0.0
Ullensaker,Mandarinand,Felte småvilt,2023-2024,0.0
Ullensaker,Stivhaleand,Felte småvilt,2023-2024,0.0
Ullensaker,Grågås,Felte småvilt,2023-2024,0.0
Ullensaker,Kanadagås,Felte småvilt,2023-2024,
Ullensaker,Kortnebbgås,Felte småvilt,2023-2024,0.0
Ullensaker,Stripegås,Felte småvilt,2023-2024,0.0
Ullensaker,Toppskarv,Felte småvilt,2023-2024,0.0
Ullensaker,Storskarv,Felte småvilt,2023-2024,
Ullensaker,Bever,Felte småvilt,2023-2024,
Ullensaker,Bisam,Felte småvilt,2023-2024,0.0
Ullensaker,Hare,Felte småvilt,2023-2024,60.0
Ullensaker,Sørhare,Felte småvilt,2023-2024,0.0
Ullensaker,Viltlevende kanin,Felte småvilt,2023-2024,0.0
Ullensaker,Ekorn,Felte småvilt,2023-2024,0.0
Ullensaker,Rødrev,Felte småvilt,2023-2024,100.0
Ullensaker,Grevling,Felte småvilt,2023-2024,10.0
Ullensaker,Villmink,Felte småvilt,2023-2024,
Ullensaker,Mår,Felte småvilt,2023-2024,0.0
Ullensaker,Mårhund,Felte småvilt,2023-2024,0.0
Ullensaker,Vaskebjørn,Felte småvilt,2023-2024,0.0
Ullensaker,Røyskatt,Felte småvilt,2023-2024,0.0
Nesodden,I alt,Felte småvilt,2023-2024,170.0
Nesodden,Storfugl,Felte småvilt,2023-2024,0.0
Nesodden,Orrfugl,Felte småvilt,2023-2024,0.0
Nesodden,Lirype,Felte småvilt,2023-2024,0.0
Nesodden,Fjellrype,Felte småvilt,2023-2024,0.0
Nesodden,Jerpe,Felte småvilt,2023-2024,0.0
Nesodden,Ringdue,Felte småvilt,2023-2024,50.0
Nesodden,Ravn,Felte småvilt,2023-2024,0.0
Nesodden,Kråke,Felte småvilt,2023-2024,40.0
Nesodden,Skjære,Felte småvilt,2023-2024,40.0
